SubjID,Cond_code,Seq,FB,All_Items,Correct,Incorr,Remain,ElapTime,psgpH,psgpM,psgpL,EAPsgp,Form_Order,Level_Code,PreACorr,PostBCorr,PreBCorr,PostACorr,PreScore,PostScore,Gender,Race,Gain,scale_prea,scale_preb,pre_scaled,scale_posta,scale_postb,post_scaled,gain_scaled
S229,2,2,1,63,24,39,0,0.03075231481,0.000,0.051,0.948,1.948,2,2,-999,-999,9,12,9,12,F,8,3,-999,54,54,61,-999,61,7
S230,3,1,1,63,41,22,0,0.03017361111,0.888,0.112,0.000,0.112,1,2,6,14,-999,-999,6,14,F,7,8,44,-999,44,-999,63,63,19
S231,1,2,2,63,37,25,1,0.02644675926,0.469,0.525,0.006,0.537,2,2,-999,-999,10,17,10,17,F,6,7,-999,57,57,76,-999,76,19
S232,2,2,1,63,21,42,0,0.02247685185,0.032,0.711,0.256,1.224,1,2,6,15,-999,-999,6,15,F,7,9,44,-999,44,-999,72,72,28
S233,3,1,1,63,45,18,0,0.02596064815,0.976,0.024,0.000,0.024,2,2,-999,-999,10,12,10,12,F,6,2,-999,57,57,61,-999,61,4
S234,1,2,2,63,14,49,0,0.01731481481,0.000,0.002,0.998,1.998,1,2,8,7,-999,-999,8,7,M,7,-1,50,-999,50,-999,45,45,-5
S235,2,2,1,63,30,33,0,0.02157407407,0.018,0.806,0.175,1.157,2,2,-999,-999,9,12,9,12,F,7,3,-999,54,54,61,-999,61,7
S236,3,1,1,63,16,47,0,0.02268518519,0.000,0.003,0.997,1.997,1,2,11,7,-999,-999,11,7,F,7,-4,58,-999,58,-999,45,45,-13
S237,1,2,2,63,26,23,14,0.00000036169,0.006,0.307,0.688,1.682,2,2,-999,-999,6,14,6,14,M,3,8,-999,42,42,64,-999,64,22
S238,2,2,1,63,33,30,0,0.02259259259,0.010,0.625,0.365,1.355,1,2,9,11,-999,-999,9,11,F,2,2,47,-999,47,-999,60,60,13
S239,3,1,1,63,38,25,0,0.02979166667,0.751,0.248,0.000,0.249,2,2,-999,-999,9,10,9,10,M,7,1,-999,54,54,56,-999,56,2
S240,1,2,2,63,22,41,0,0.02709490741,0.000,0.005,0.995,1.995,1,2,9,11,-999,-999,9,11,F,6,2,50,-999,50,-999,60,60,10
S241,2,2,1,63,34,29,0,0.02281250000,0.050,0.843,0.107,1.057,2,2,-999,-999,0,9,0,9,F,8,9,-999,27,27,53,-999,53,26
S242,3,1,1,63,32,31,0,0.02806712963,0.160,0.785,0.054,0.894,1,2,6,9,-999,-999,6,9,F,6,3,44,-999,44,-999,54,54,10
S243,1,2,2,63,24,39,0,0.02601851852,0.002,0.405,0.593,1.591,2,2,-999,-999,11,13,11,13,F,7,2,-999,60,60,64,-999,64,4
S249,1,2,2,63,15,48,0,0.02368055556,0.000,0.000,1.000,2.000,1,2,5,9,-999,-999,5,9,M,7,4,41,-999,41,-999,54,54,13
S250,2,2,1,63,26,37,0,0.02030092593,0.007,0.636,0.357,1.350,2,2,-999,-999,10,9,10,9,F,7,-1,-999,57,57,53,-999,53,-4
S251,3,1,1,63,26,37,0,0.01569444444,0.000,0.189,0.810,1.810,1,2,6,8,-999,-999,6,8,M,7,2,41,-999,41,-999,51,51,10
S252,1,2,2,63,7,56,0,0.01314814815,0.000,0.000,1.000,2.000,2,2,-999,-999,8,7,8,7,F,7,-1,-999,51,51,47,-999,47,-4
S253,2,2,1,63,20,43,0,0.03076388889,0.000,0.006,0.994,1.994,1,2,10,12,-999,-999,10,12,M,3,2,53,-999,53,-999,63,63,10
S254,3,1,1,63,46,17,0,0.03111111111,0.985,0.015,0.000,0.015,2,2,-999,-999,14,17,14,17,M,1,3,-999,69,69,73,-999,73,4
S255,1,2,2,63,34,29,0,0.02534722222,0.607,0.391,0.001,0.394,1,2,8,11,-999,-999,8,11,F,6,3,50,-999,50,-999,60,60,10
S256,2,2,1,63,13,49,0,0.02690972222,0.000,0.002,0.998,1.998,2,2,-999,-999,4,4,4,4,F,8,0,-999,36,36,36,-999,36,0
S257,3,1,1,63,20,43,0,0.01320601852,0.000,0.041,0.959,1.959,1,2,12,11,-999,-999,12,11,F,7,-1,61,-999,61,-999,57,57,-4
S258,1,2,2,63,24,39,0,0.01718750000,0.004,0.404,0.592,1.588,2,2,-999,-999,10,10,10,10,F,7,0,-999,54,54,56,-999,56,2
S259,2,2,1,63,35,27,1,0.02217592593,0.267,0.723,0.011,0.744,1,2,12,19,-999,-999,12,19,M,2,7,61,-999,61,-999,78,78,17
S260,3,1,1,63,29,34,0,0.02351851852,0.027,0.614,0.360,1.333,2,2,-999,-999,12,13,12,13,F,7,1,-999,57,57,64,-999,64,7
S261,1,2,2,63,23,40,0,0.02042824074,0.000,0.153,0.847,1.846,1,2,9,6,-999,-999,9,6,F,7,-3,53,-999,53,-999,45,45,-8
S262,2,2,1,63,18,45,0,0.01781250000,0.000,0.089,0.911,1.911,2,2,-999,-999,9,10,9,10,F,7,1,-999,51,51,56,-999,56,5
S263,3,1,1,63,28,35,0,0.02783564815,0.008,0.497,0.495,1.488,1,2,11,9,-999,-999,11,9,M,2,-2,58,-999,58,-999,54,54,-4
S269,1,2,2,63,16,22,25,0.00000036169,0.004,0.329,0.667,1.663,1,6,3,4,-999,-999,3,4,M,6,1,36,-999,36,-999,39,39,3
S270,2,2,1,63,12,22,29,0.00000036169,0.002,0.164,0.834,1.832,2,6,-999,-999,0,4,0,4,F,6,4,-999,27,27,39,-999,39,12
S271,3,1,1,63,11,29,23,0.02983796296,0.000,0.023,0.976,1.976,1,6,2,3,-999,-999,2,3,F,6,1,33,-999,33,-999,36,36,3
S272,1,2,2,63,8,22,33,0.00000036169,0.000,0.012,0.988,1.988,2,6,-999,-999,1,7,1,7,M,6,6,-999,30,30,44,-999,44,14
S273,2,2,1,63,7,56,0,0.02740740741,0.000,0.000,1.000,2.000,1,6,2,4,-999,-999,2,4,M,6,2,33,-999,33,-999,39,39,6
S274,3,1,1,63,10,53,0,0.01556712963,0.000,0.000,1.000,2.000,2,6,-999,-999,3,5,3,5,F,6,2,-999,36,36,39,-999,39,3
S275,1,2,2,63,2,36,25,0.00000036169,0.000,0.000,1.000,2.000,1,6,0,2,-999,-999,0,2,M,4,2,27,-999,27,-999,33,33,6
S276,2,2,1,63,5,24,34,0.00000036169,0.000,0.000,1.000,2.000,2,6,-999,-999,3,5,3,5,F,6,2,-999,36,36,41,-999,41,5
S277,3,1,1,63,13,50,0,0.02765046296,0.000,0.000,1.000,2.000,1,6,4,9,-999,-999,4,9,F,6,5,39,-999,39,-999,51,51,12
S278,1,2,2,63,9,54,0,0.01947916667,0.000,0.000,1.000,2.000,2,6,-999,-999,8,7,8,7,F,2,-1,-999,48,48,44,-999,44,-4
S279,2,2,1,63,3,17,43,0.03109953704,0.000,0.001,0.999,1.999,1,6,0,6,-999,-999,0,6,M,6,6,27,-999,27,-999,42,42,15
S280,3,1,1,63,9,41,13,0.02895833333,0.000,0.001,0.999,1.999,2,6,-999,-999,1,7,1,7,M,6,6,-999,30,30,47,-999,47,17
S281,1,2,2,63,9,30,23,0.00000036169,0.000,0.004,0.996,1.996,1,6,2,7,-999,-999,2,7,F,4,5,33,-999,33,-999,42,42,9
S282,2,2,1,63,7,23,33,0.00000036169,0.000,0.054,0.946,1.946,2,6,-999,-999,2,4,2,4,M,6,2,-999,33,33,39,-999,39,6
S283,3,1,1,63,13,50,0,0.01608796296,0.000,0.000,1.000,2.000,1,6,5,8,-999,-999,5,8,F,6,3,41,-999,41,-999,48,48,7
S284,1,2,2,63,6,57,0,0.02456018519,0.000,0.000,1.000,2.000,2,6,-999,-999,3,4,3,4,M,4,1,-999,36,36,39,-999,39,3
S285,2,2,1,63,5,58,0,0.02229166667,0.000,0.000,1.000,2.000,1,6,9,6,-999,-999,9,6,M,2,-3,50,-999,50,-999,45,45,-5
S291,1,2,2,63,7,56,0,0.00943287037,0.000,0.000,1.000,2.000,1,5,7,2,-999,-999,7,2,F,-999,-5,47,-999,47,-999,33,33,-14
S292,2,2,1,63,12,51,0,0.01429398148,0.000,0.000,1.000,2.000,2,5,-999,-999,4,8,4,8,M,6,4,-999,39,39,47,-999,47,8
S293,3,1,1,63,9,54,0,0.01619212963,0.000,0.001,0.999,1.999,1,3,6,4,-999,-999,6,4,M,6,-2,41,-999,41,-999,39,39,-2
S294,1,2,2,63,14,49,0,0.01512731481,0.000,0.012,0.988,1.988,2,3,-999,-999,10,9,10,9,M,6,-1,-999,57,57,50,-999,50,-7
S295,2,2,1,63,16,46,0,0.01819444444,0.000,0.007,0.993,1.993,1,3,6,8,-999,-999,6,8,M,6,2,41,-999,41,-999,51,51,10
S296,3,1,1,63,24,39,0,0.01532407407,0.000,0.102,0.898,1.897,2,3,-999,-999,7,4,7,4,M,3,-3,-999,48,48,39,-999,39,-9
S297,1,2,2,63,17,46,0,0.01635416667,0.000,0.004,0.996,1.996,1,3,6,8,-999,-999,6,8,F,3,2,44,-999,44,-999,51,51,7
S298,2,2,1,63,19,21,23,0.00000036169,0.078,0.842,0.080,1.003,2,3,-999,-999,7,9,7,9,F,3,2,-999,48,48,50,-999,50,2
S299,3,1,1,63,18,39,6,0.00000036169,0.000,0.012,0.988,1.988,1,3,8,2,-999,-999,8,2,M,3,-6,47,-999,47,-999,33,33,-14
S300,1,2,2,63,11,52,0,0.01937500000,0.000,0.000,1.000,2.000,2,3,-999,-999,9,5,9,5,F,3,-4,-999,54,54,41,-999,41,-13
S301,2,2,1,63,14,47,0,0.02175925926,0.000,0.005,0.995,1.995,1,3,9,7,-999,-999,9,7,M,3,-2,53,-999,53,-999,48,48,-5
S302,3,1,1,63,28,35,0,0.01851851852,0.039,0.740,0.221,1.183,2,3,-999,-999,7,8,7,8,F,5,1,-999,45,45,50,-999,50,5
S303,1,2,2,63,14,31,16,0.00000036169,0.000,0.015,0.985,1.985,1,3,6,12,-999,-999,6,12,F,3,6,44,-999,44,-999,57,57,13
S304,2,2,1,63,12,18,33,0.00000036169,0.041,0.770,0.189,1.148,2,3,-999,-999,4,11,4,11,M,3,7,-999,39,39,58,-999,58,19
S305,3,1,1,63,37,19,7,0.00000036169,0.962,0.038,0.000,0.038,1,3,10,11,-999,-999,10,11,F,6,1,53,-999,53,-999,60,60,7
S306,1,2,2,63,15,29,19,0.00000036169,0.000,0.130,0.870,1.869,2,3,-999,-999,9,10,9,10,M,8,1,-999,54,54,53,-999,53,-1
S307,2,2,1,63,12,49,0,0.01797453704,0.000,0.000,1.000,2.000,1,5,6,12,-999,-999,6,12,F,3,6,44,-999,44,-999,57,57,13
S308,3,1,1,63,10,53,0,0.01442129630,0.000,0.000,1.000,2.000,2,5,-999,-999,6,5,6,5,M,6,-1,-999,42,42,36,-999,36,-6
S315,1,2,2,63,18,45,0,0.02694444444,0.000,0.005,0.995,1.995,1,5,10,4,-999,-999,10,4,F,7,-6,53,-999,53,-999,36,36,-17
S316,2,2,1,63,11,9,43,0.00000036169,0.147,0.751,0.102,0.955,2,3,-999,-999,6,12,6,12,F,1,6,-999,45,45,61,-999,61,16
S317,3,1,1,63,18,45,0,0.01603009259,0.000,0.014,0.986,1.986,1,3,7,11,-999,-999,7,11,F,7,4,47,-999,47,-999,60,60,13
S318,1,2,2,63,16,47,0,0.01633101852,0.000,0.002,0.998,1.998,2,3,-999,-999,7,9,7,9,F,7,2,-999,45,45,53,-999,53,8
S319,2,2,1,63,18,45,0,0.02395833333,0.000,0.001,0.999,1.999,1,3,6,7,-999,-999,6,7,M,7,1,44,-999,44,-999,45,45,1
S320,3,1,1,63,21,32,10,0.00000036169,0.010,0.237,0.753,1.743,2,3,-999,-999,8,10,8,10,F,2,2,-999,51,51,56,-999,56,5
S323,1,2,2,63,40,22,1,0.02587962963,0.966,0.034,0.000,0.034,1,2,9,15,-999,-999,9,15,M,7,6,53,-999,53,-999,69,69,16
S324,2,2,1,63,17,46,0,0.02159722222,0.000,0.001,0.999,1.999,2,2,-999,-999,7,8,7,8,M,8,1,-999,48,48,50,-999,50,2
S325,3,1,1,63,42,21,0,0.02337962963,0.992,0.008,0.000,0.008,1,2,11,15,-999,-999,11,15,M,7,4,56,-999,56,-999,72,72,16
S326,1,2,2,63,11,13,39,0.00000036169,0.042,0.692,0.266,1.224,2,2,-999,-999,11,14,11,14,M,6,3,-999,57,57,67,-999,67,10
S327,2,2,1,63,11,45,7,0.00000036169,0.000,0.000,1.000,2.000,1,2,4,7,-999,-999,4,7,F,6,3,36,-999,36,-999,48,48,12
S328,3,1,1,63,34,29,0,0.02312500000,0.145,0.819,0.036,0.890,2,2,-999,-999,11,9,11,9,F,3,-2,-999,60,60,50,-999,50,-10
S329,1,2,2,63,20,43,0,0.02225694444,0.000,0.007,0.993,1.993,1,2,7,2,-999,-999,7,2,M,7,-5,47,-999,47,-999,33,33,-14
S330,2,2,1,63,29,34,0,0.02697916667,0.005,0.241,0.754,1.750,2,2,-999,-999,10,12,10,12,M,6,2,-999,54,54,61,-999,61,7
S331,3,1,1,63,13,50,0,0.01839120370,0.000,0.001,0.999,1.999,1,2,9,6,-999,-999,9,6,M,6,-3,53,-999,53,-999,42,42,-11
S332,1,2,2,63,28,35,0,0.02307870370,0.041,0.602,0.357,1.316,2,2,-999,-999,10,15,10,15,F,7,5,-999,54,54,67,-999,67,13
S333,2,2,1,63,37,22,4,0.00000036169,0.463,0.534,0.003,0.541,1,2,14,17,-999,-999,14,17,F,7,3,67,-999,67,-999,75,75,8
S334,3,1,1,63,26,37,0,0.03093750000,0.000,0.048,0.952,1.952,2,2,-999,-999,7,13,7,13,F,7,6,-999,45,45,64,-999,64,19
S335,1,2,2,63,34,28,1,0.00000036169,0.375,0.619,0.006,0.631,1,2,12,13,-999,-999,12,13,M,2,1,61,-999,61,-999,66,66,5
S336,2,2,1,63,8,55,0,0.00968750000,0.000,0.000,1.000,2.000,2,5,-999,-999,5,7,5,7,M,2,2,-999,39,39,47,-999,47,8
S337,3,1,1,63,11,52,0,0.01428240741,0.000,0.000,1.000,2.000,1,5,6,8,-999,-999,6,8,M,6,2,44,-999,44,-999,51,51,7
S338,1,2,2,63,19,39,0,0.02151620370,0.000,0.022,0.978,1.978,2,2,-999,-999,8,11,8,11,F,6,3,-999,51,51,58,-999,58,7
S069,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,8,12,-999,-999,8,12,M,7,4,50,-999,50,-999,63,63,13
S070,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,5,11,5,11,F,2,6,-999,42,42,56,-999,56,14
S071,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,14,13,-999,-999,14,13,F,7,-1,64,-999,64,-999,60,60,-4
S072,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,9,12,9,12,F,7,3,-999,51,51,61,-999,61,10
S073,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,5,10,5,10,M,3,5,-999,42,42,56,-999,56,14
S092,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,8,12,8,12,F,6,4,-999,51,51,61,-999,61,10
S093,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,9,8,-999,-999,9,8,M,7,-1,53,-999,53,-999,48,48,-5
S094,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,9,8,-999,-999,9,8,M,7,-1,50,-999,50,-999,51,51,1
S095,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,11,-999,-999,7,11,M,8,4,47,-999,47,-999,60,60,13
S096,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,14,15,-999,-999,14,15,M,7,1,67,-999,67,-999,72,72,5
S115,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,14,11,14,11,F,8,-3,-999,69,69,58,-999,58,-11
S116,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,9,11,9,11,M,5,2,-999,54,54,56,-999,56,2
S117,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,6,11,6,11,M,6,5,-999,45,45,56,-999,56,11
S118,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,9,9,-999,-999,9,9,M,6,0,50,-999,50,-999,51,51,1
S137,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,14,18,-999,-999,14,18,M,7,4,67,-999,67,-999,78,78,11
S138,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,8,9,8,9,M,8,1,-999,51,51,53,-999,53,2
S139,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,13,15,-999,-999,13,15,M,8,2,61,-999,61,-999,72,72,11
S172,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,13,5,-999,-999,13,5,M,2,-8,64,-999,64,-999,42,42,-22
S173,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,5,6,5,6,F,6,1,-999,42,42,41,-999,41,-1
S174,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,8,9,-999,-999,8,9,M,7,1,50,-999,50,-999,51,51,1
S175,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,9,8,-999,-999,9,8,M,7,-1,50,-999,50,-999,48,48,-2
S176,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,9,6,9,6,M,7,-3,-999,54,54,41,-999,41,-13
S190,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,4,6,6,-999,-999,6,6,M,3,0,44,-999,44,-999,45,45,1
S191,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,4,-999,-999,9,6,9,6,M,3,-3,-999,54,54,44,-999,44,-10
S192,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,4,6,3,-999,-999,6,3,M,7,-3,44,-999,44,-999,36,36,-8
S193,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,4,-999,-999,10,13,10,13,M,3,3,-999,54,54,61,-999,61,7
S205,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,4,10,6,-999,-999,10,6,F,7,-4,56,-999,56,-999,45,45,-11
S206,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,4,-999,-999,9,9,9,9,F,3,0,-999,51,51,53,-999,53,2
S207,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,4,12,6,-999,-999,12,6,F,3,-6,61,-999,61,-999,45,45,-16
S224,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,9,-999,-999,7,9,M,8,2,47,-999,47,-999,54,54,7
S225,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,3,10,3,10,M,6,7,-999,36,36,56,-999,56,20
S226,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,13,13,-999,-999,13,13,M,7,0,64,-999,64,-999,66,66,2
S227,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,6,10,6,10,F,5,4,-999,42,42,53,-999,53,11
S244,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,15,11,-999,-999,15,11,F,7,-4,70,-999,70,-999,57,57,-13
S245,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,15,18,15,18,F,8,3,-999,72,72,78,-999,78,6
S246,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,5,7,-999,-999,5,7,F,7,2,41,-999,41,-999,45,45,4
S247,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,6,5,6,5,M,3,-1,-999,45,45,41,-999,41,-4
S248,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,7,-999,-999,7,7,F,6,0,47,-999,47,-999,48,48,1
S264,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,11,9,-999,-999,11,9,F,7,-2,58,-999,58,-999,54,54,-4
S265,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,9,12,9,12,F,7,3,-999,54,54,61,-999,61,7
S266,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,9,9,-999,-999,9,9,M,7,0,50,-999,50,-999,51,51,1
S267,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,12,17,12,17,M,7,5,-999,63,63,76,-999,76,13
S268,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,11,15,-999,-999,11,15,M,7,4,58,-999,58,-999,72,72,14
S286,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,6,0,1,-999,-999,0,1,M,6,1,27,-999,27,-999,27,27,0
S287,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,6,-999,-999,1,3,1,3,F,6,2,-999,30,30,36,-999,36,6
S288,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,6,0,6,-999,-999,0,6,M,-999,6,27,-999,27,-999,45,45,18
S289,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,6,-999,-999,3,8,3,8,M,6,5,-999,33,33,50,-999,50,17
S290,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,6,2,6,-999,-999,2,6,M,8,4,33,-999,33,-999,39,39,6
S309,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,5,4,-999,-999,5,4,F,-999,-1,41,-999,41,-999,36,36,-5
S310,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,-999,-999,7,3,7,3,M,7,-4,-999,45,45,36,-999,36,-9
S311,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,6,2,-999,-999,6,2,M,3,-4,41,-999,41,-999,33,33,-8
S312,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,-999,-999,4,7,4,7,M,3,3,-999,36,36,47,-999,47,11
S313,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,6,3,-999,-999,6,3,F,8,-3,44,-999,44,-999,36,36,-8
S314,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,5,8,-999,-999,5,8,M,3,3,41,-999,41,-999,51,51,10
S321,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,2,2,-999,-999,2,2,F,4,0,33,-999,33,-999,33,33,0
S322,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,-999,-999,5,8,5,8,M,8,3,-999,42,42,50,-999,50,8
S339,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,5,1,0,-999,-999,1,0,F,3,-1,27,-999,27,-999,27,27,0
S340,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,7,11,7,11,M,7,4,-999,48,48,58,-999,58,10
S341,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,9,10,-999,-999,9,10,F,7,1,53,-999,53,-999,57,57,4
S342,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,8,6,8,6,M,6,-2,-999,48,48,44,-999,44,-4